sku,name,brand,category,description,price_inr,original_price_inr,stock,prescription_required,image_url,image_status,image_source,is_demo_data,active
MS-DEMO-0024,First Aid Kit - Variant 4,Demo Catalog Brand,First Aid,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,987,1181,139,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0025,First Aid Kit - Variant 5,Demo Catalog Brand,First Aid,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1024,1224,150,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0026,Digital Thermometer - Variant 1,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1061,1267,161,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0027,Digital Thermometer - Variant 2,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1098,1310,172,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0028,Digital Thermometer - Variant 3,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1135,1353,33,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0029,Digital Thermometer - Variant 4,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1172,1396,44,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0030,Digital Thermometer - Variant 5,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1209,1439,55,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0031,Pulse Oximeter - Variant 1,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1246,1482,66,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0032,Pulse Oximeter - Variant 2,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1283,1525,77,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0033,Pulse Oximeter - Variant 3,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1320,1568,88,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0034,Pulse Oximeter - Variant 4,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1357,1611,99,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0035,Pulse Oximeter - Variant 5,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1394,1654,110,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0036,Blood Pressure Monitor - Variant 1,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1431,1697,121,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0037,Blood Pressure Monitor - Variant 2,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1468,1740,132,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0038,Blood Pressure Monitor - Variant 3,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1505,1783,143,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0039,Blood Pressure Monitor - Variant 4,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1542,1826,154,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0040,Blood Pressure Monitor - Variant 5,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1579,1869,165,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0041,Nebulizer Machine - Variant 1,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1616,1912,26,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0042,Nebulizer Machine - Variant 2,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1653,1955,37,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0043,Nebulizer Machine - Variant 3,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1690,1998,48,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0044,Nebulizer Machine - Variant 4,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1727,2041,59,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0045,Nebulizer Machine - Variant 5,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1764,2084,70,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0046,Heating Pad - Variant 1,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1801,2127,81,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0047,Heating Pad - Variant 2,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1838,2170,92,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0048,Heating Pad - Variant 3,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1875,2213,103,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0049,Heating Pad - Variant 4,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1912,2256,114,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0050,Heating Pad - Variant 5,Demo Catalog Brand,Medical Devices,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1949,2299,125,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0051,Hand Sanitizer - Variant 1,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1986,2342,136,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0052,Hand Sanitizer - Variant 2,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,123,2385,147,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0053,Hand Sanitizer - Variant 3,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,160,2428,158,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0054,Hand Sanitizer - Variant 4,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,197,171,169,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0055,Hand Sanitizer - Variant 5,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,234,214,30,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0056,Disposable Face Masks - Variant 1,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,271,257,41,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0057,Disposable Face Masks - Variant 2,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,308,300,52,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0058,Disposable Face Masks - Variant 3,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,345,343,63,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0059,Disposable Face Masks - Variant 4,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,382,386,74,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0060,Disposable Face Masks - Variant 5,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,419,429,85,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0061,Cotton Swabs - Variant 1,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,456,472,96,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0062,Cotton Swabs - Variant 2,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,493,515,107,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0063,Cotton Swabs - Variant 3,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,530,558,118,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0064,Cotton Swabs - Variant 4,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,567,601,129,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0065,Cotton Swabs - Variant 5,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,604,644,140,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0066,Wet Wipes - Variant 1,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,641,687,151,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0067,Wet Wipes - Variant 2,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,678,730,162,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0068,Wet Wipes - Variant 3,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,715,773,173,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0069,Wet Wipes - Variant 4,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,752,816,34,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0070,Wet Wipes - Variant 5,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,789,859,45,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0071,Travel Hygiene Kit - Variant 1,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,826,902,56,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0072,Travel Hygiene Kit - Variant 2,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,863,945,67,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0073,Travel Hygiene Kit - Variant 3,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,900,988,78,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0074,Travel Hygiene Kit - Variant 4,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,937,1031,89,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0075,Travel Hygiene Kit - Variant 5,Demo Catalog Brand,Personal Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,974,1074,100,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0076,Soft Toothbrush - Variant 1,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1011,1117,111,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0077,Soft Toothbrush - Variant 2,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1048,1160,122,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0078,Soft Toothbrush - Variant 3,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1085,1203,133,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0079,Soft Toothbrush - Variant 4,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1122,1246,144,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0080,Soft Toothbrush - Variant 5,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1159,1289,155,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0081,Sensitive Care Toothpaste - Variant 1,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1196,1332,166,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0082,Sensitive Care Toothpaste - Variant 2,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1233,1375,27,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0083,Sensitive Care Toothpaste - Variant 3,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1270,1418,38,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0084,Sensitive Care Toothpaste - Variant 4,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1307,1461,49,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0085,Sensitive Care Toothpaste - Variant 5,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1344,1504,60,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0086,Dental Floss - Variant 1,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1381,1547,71,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0087,Dental Floss - Variant 2,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1418,1590,82,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0088,Dental Floss - Variant 3,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1455,1633,93,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0089,Dental Floss - Variant 4,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1492,1676,104,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0090,Dental Floss - Variant 5,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1529,1719,115,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0091,Mouthwash - Variant 1,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1566,1762,126,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0092,Mouthwash - Variant 2,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1603,1805,137,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0093,Mouthwash - Variant 3,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1640,1848,148,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0094,Mouthwash - Variant 4,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1677,1891,159,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0095,Mouthwash - Variant 5,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1714,1934,170,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0096,Tongue Cleaner - Variant 1,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1751,1977,31,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0097,Tongue Cleaner - Variant 2,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1788,2020,42,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0098,Tongue Cleaner - Variant 3,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1825,2063,53,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0099,Tongue Cleaner - Variant 4,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1862,2106,64,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0100,Tongue Cleaner - Variant 5,Demo Catalog Brand,Oral Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1899,2149,75,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0101,Gentle Face Cleanser - Variant 1,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1936,2192,86,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0102,Gentle Face Cleanser - Variant 2,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1973,2235,97,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0103,Gentle Face Cleanser - Variant 3,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,110,2278,108,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0104,Gentle Face Cleanser - Variant 4,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,147,2321,119,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0105,Gentle Face Cleanser - Variant 5,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,184,2364,130,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0106,Moisturizing Lotion - Variant 1,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,221,2407,141,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0107,Moisturizing Lotion - Variant 2,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,258,150,152,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0108,Moisturizing Lotion - Variant 3,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,295,193,163,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0109,Moisturizing Lotion - Variant 4,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,332,236,174,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0110,Moisturizing Lotion - Variant 5,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,369,279,35,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0111,Sunscreen Lotion - Variant 1,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,406,322,46,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0112,Sunscreen Lotion - Variant 2,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,443,365,57,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0113,Sunscreen Lotion - Variant 3,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,480,408,68,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0114,Sunscreen Lotion - Variant 4,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,517,451,79,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0115,Sunscreen Lotion - Variant 5,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,554,494,90,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0116,Aloe Vera Gel - Variant 1,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,591,537,101,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0117,Aloe Vera Gel - Variant 2,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,628,580,112,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0118,Aloe Vera Gel - Variant 3,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,665,623,123,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0119,Aloe Vera Gel - Variant 4,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,702,666,134,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0120,Aloe Vera Gel - Variant 5,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,739,709,145,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0121,Lip Care Balm - Variant 1,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,776,752,156,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0122,Lip Care Balm - Variant 2,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,813,795,167,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0123,Lip Care Balm - Variant 3,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,850,838,28,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0124,Lip Care Balm - Variant 4,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,887,881,39,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0125,Lip Care Balm - Variant 5,Demo Catalog Brand,Skin Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,924,924,50,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0126,Mild Shampoo - Variant 1,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,961,967,61,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0127,Mild Shampoo - Variant 2,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,998,1010,72,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0128,Mild Shampoo - Variant 3,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1035,1053,83,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0129,Mild Shampoo - Variant 4,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1072,1096,94,False,,NEEDS_VERIFIED_IMAGE,,True,True
